Date,Item Purchased,Brand,Category,Quantity,Unit Price,Total Amount,Cost
2018-03-29,Beer Pack,Budweiser,Beer,3,18.49,55.47,34.35
2018-03-30,Vodka,Smirnoff,Spirits,3,25.79,77.37,46.41
2018-03-30,Cigars,Cohiba,Smoking Products,2,15.49,30.98,18.59
2018-03-30,Vodka,Smirnoff,Spirits,1,25.79,25.79,15.24
2018-03-30,Beer Pack,Budweiser,Beer,1,18.49,18.49,11.24
2018-03-30,Beer Pack,Budweiser,Beer,5,18.49,92.45,56.51
2018-03-30,Champagne,Moët & Chandon,Wine,1,45.99,45.99,27.76
2018-03-30,White Wine,Barefoot,Wine,3,15.99,47.97,29.21
2018-03-30,Beer Pack,Budweiser,Beer,4,18.49,73.96,45.37
2018-03-30,White Wine,Barefoot,Wine,3,15.99,47.97,29.2
2018-03-30,Beer Pack,Budweiser,Beer,2,18.49,36.98,22.02
2018-03-30,Red Wine,Robert Mondavi,Wine,4,12.99,51.96,31.73
2018-03-30,Craft Beer,Sierra Nevada,Beer,4,20.49,81.96,49.19
2018-03-30,Cigarettes,Marlboro,Smoking Products,5,10.99,54.95,33.36
2018-03-30,Gin,Tanqueray,Spirits,4,22.59,90.36,55.43
2018-03-30,Vodka,Smirnoff,Spirits,3,25.79,77.37,47.3
2018-03-30,Rum,Bacardi,Spirits,4,28.79,115.16,68.66
2018-03-30,Vodka,Smirnoff,Spirits,5,25.79,128.95,77.15
2018-03-30,Cigars,Cohiba,Smoking Products,2,15.49,30.98,19.17
2018-03-30,Beer Pack,Budweiser,Beer,2,18.49,36.98,22.64
2018-03-30,Craft Beer,Sierra Nevada,Beer,5,20.49,102.45,61.8
2018-03-30,Whiskey,Jack Daniel's,Spirits,2,30.99,61.98,36.25
2018-03-30,Vodka,Smirnoff,Spirits,2,25.79,51.58,31.86
2018-03-30,Rum,Bacardi,Spirits,1,28.79,28.79,17.47
2018-03-30,White Wine,Barefoot,Wine,3,15.99,47.97,27.99
2018-03-30,Cigars,Cohiba,Smoking Products,4,15.49,61.96,38.09
2018-03-30,Rum,Bacardi,Spirits,4,28.79,115.16,69.55
2018-03-30,Beer Pack,Budweiser,Beer,2,18.49,36.98,22.83
2018-03-30,Rum,Bacardi,Spirits,3,28.79,86.37,52.98
2018-03-31,Vodka,Smirnoff,Spirits,3,25.79,77.37,47.95
2018-03-31,Cigarettes,Marlboro,Smoking Products,3,10.99,32.97,20.17
2018-03-31,Red Wine,Robert Mondavi,Wine,1,12.99,12.99,8.03
2018-03-31,Whiskey,Jack Daniel's,Spirits,2,30.99,61.98,37.87
2018-03-31,Beer Pack,Budweiser,Beer,4,18.49,73.96,45.45
2018-03-31,Gin,Tanqueray,Spirits,2,22.59,45.18,27.92
2018-03-31,Cigarettes,Marlboro,Smoking Products,3,10.99,32.97,19.19
2018-03-31,Vodka,Smirnoff,Spirits,1,25.79,25.79,15.81
2018-03-31,White Wine,Barefoot,Wine,1,15.99,15.99,9.64
2018-03-31,Beer Pack,Budweiser,Beer,4,18.49,73.96,42.93
2018-03-31,Whiskey,Jack Daniel's,Spirits,1,30.99,30.99,19.14
2018-03-31,White Wine,Barefoot,Wine,1,15.99,15.99,9.53
2018-03-31,Cigars,Cohiba,Smoking Products,1,15.49,15.49,9.41
2018-03-31,Cigarettes,Marlboro,Smoking Products,5,10.99,54.95,33.04
2018-03-31,Vodka,Smirnoff,Spirits,3,25.79,77.37,44.96
2018-03-31,Red Wine,Robert Mondavi,Wine,5,12.99,64.95,38.88
2018-03-31,Cigarettes,Marlboro,Smoking Products,1,10.99,10.99,6.44
2018-03-31,Champagne,Moët & Chandon,Wine,4,45.99,183.96,111.81
2018-03-31,Vodka,Smirnoff,Spirits,2,25.79,51.58,30.39
2018-03-31,Cigars,Cohiba,Smoking Products,4,15.49,61.96,36.14
2018-03-31,Rum,Bacardi,Spirits,1,28.79,28.79,16.89
2018-03-31,Cigarettes,Marlboro,Smoking Products,4,10.99,43.96,27.1
2018-03-31,White Wine,Barefoot,Wine,4,15.99,63.96,37.17
2018-03-31,Rum,Bacardi,Spirits,3,28.79,86.37,50.94
2018-04-01,Red Wine,Robert Mondavi,Wine,4,12.99,51.96,31.6
2018-04-01,Beer Pack,Budweiser,Beer,2,18.49,36.98,22.89
2018-04-01,White Wine,Barefoot,Wine,1,15.99,15.99,9.9
2018-04-01,Beer Pack,Budweiser,Beer,2,18.49,36.98,22.1
2018-04-01,White Wine,Barefoot,Wine,5,15.99,79.95,47.54
2018-04-01,Champagne,Moët & Chandon,Wine,2,45.99,91.98,55.62
2018-04-01,Beer Pack,Budweiser,Beer,1,18.49,18.49,11.17
2018-04-01,Beer Pack,Budweiser,Beer,1,18.49,18.49,11.25
2018-04-01,Craft Beer,Sierra Nevada,Beer,1,20.49,20.49,12.33
2018-04-01,Cigars,Cohiba,Smoking Products,4,15.49,61.96,36.88
2018-04-01,White Wine,Barefoot,Wine,5,15.99,79.95,46.96
2018-04-01,Red Wine,Robert Mondavi,Wine,2,12.99,25.98,15.64
2018-04-01,Craft Beer,Sierra Nevada,Beer,4,20.49,81.96,50.43
2018-04-01,Red Wine,Robert Mondavi,Wine,3,12.99,38.97,22.82
2018-04-01,White Wine,Barefoot,Wine,3,15.99,47.97,29.42
2018-04-01,Champagne,Moët & Chandon,Wine,3,45.99,137.97,82.03
2018-04-01,White Wine,Barefoot,Wine,5,15.99,79.95,48.58
2018-04-01,Gin,Tanqueray,Spirits,3,22.59,67.77,40.37
2018-04-01,Gin,Tanqueray,Spirits,2,22.59,45.18,26.68
2018-04-01,Vodka,Smirnoff,Spirits,3,25.79,77.37,47.82
2018-04-01,White Wine,Barefoot,Wine,2,15.99,31.98,19.76
2018-04-01,Beer Pack,Budweiser,Beer,1,18.49,18.49,11.37
2018-04-01,White Wine,Barefoot,Wine,3,15.99,47.97,29.08
2018-04-01,Craft Beer,Sierra Nevada,Beer,4,20.49,81.96,50.55
2018-04-01,Beer Pack,Budweiser,Beer,1,18.49,18.49,11.43
2018-04-01,Champagne,Moët & Chandon,Wine,3,45.99,137.97,82.97
2018-04-01,Champagne,Moët & Chandon,Wine,2,45.99,91.98,54.8
2018-04-01,Gin,Tanqueray,Spirits,4,22.59,90.36,53.79
2018-04-01,Gin,Tanqueray,Spirits,5,22.59,112.95,66.74
2018-04-02,Cigarettes,Marlboro,Smoking Products,2,10.99,21.98,13.57
2018-04-02,Champagne,Moët & Chandon,Wine,4,45.99,183.96,111.28
2018-04-02,Gin,Tanqueray,Spirits,3,22.59,67.77,41.34
2018-04-02,Cigarettes,Marlboro,Smoking Products,1,10.99,10.99,6.44
2018-04-02,Champagne,Moët & Chandon,Wine,3,45.99,137.97,84.73
2018-04-02,Gin,Tanqueray,Spirits,1,22.59,22.59,13.94
2018-04-02,White Wine,Barefoot,Wine,5,15.99,79.95,48.85
2018-04-02,Gin,Tanqueray,Spirits,2,22.59,45.18,26.63
2018-04-02,Vodka,Smirnoff,Spirits,3,25.79,77.37,45.11
2018-04-02,Gin,Tanqueray,Spirits,4,22.59,90.36,54.77
2018-04-02,Cigarettes,Marlboro,Smoking Products,2,10.99,21.98,12.98
2018-04-02,Rum,Bacardi,Spirits,1,28.79,28.79,17.36
2018-04-02,Cigars,Cohiba,Smoking Products,3,15.49,46.47,28.42
2018-04-02,Vodka,Smirnoff,Spirits,4,25.79,103.16,63.14
2018-04-02,Gin,Tanqueray,Spirits,4,22.59,90.36,55.9
2018-04-02,Red Wine,Robert Mondavi,Wine,2,12.99,25.98,15.88
2018-04-02,Gin,Tanqueray,Spirits,3,22.59,67.77,40.92
2018-04-02,Cigarettes,Marlboro,Smoking Products,4,10.99,43.96,26.81
2018-04-02,Beer Pack,Budweiser,Beer,3,18.49,55.47,32.54
2018-04-02,Cigars,Cohiba,Smoking Products,1,15.49,15.49,9.46
2018-04-02,Vodka,Smirnoff,Spirits,2,25.79,51.58,31.93
2018-04-03,Red Wine,Robert Mondavi,Wine,2,12.99,25.98,15.15
2018-04-03,Whiskey,Jack Daniel's,Spirits,2,30.99,61.98,36.27
2018-04-03,Cigarettes,Marlboro,Smoking Products,3,10.99,32.97,19.78
2018-04-03,Rum,Bacardi,Spirits,3,28.79,86.37,52.03
2018-04-03,Rum,Bacardi,Spirits,5,28.79,143.95,83.64
2018-04-03,Cigars,Cohiba,Smoking Products,3,15.49,46.47,28.04
2018-04-03,White Wine,Barefoot,Wine,2,15.99,31.98,19.15
2018-04-03,Red Wine,Robert Mondavi,Wine,1,12.99,12.99,8.05
2018-04-03,Rum,Bacardi,Spirits,2,28.79,57.58,34.08
2018-04-03,Craft Beer,Sierra Nevada,Beer,5,20.49,102.45,61.49
2018-04-03,Rum,Bacardi,Spirits,3,28.79,86.37,50.1
2018-04-03,Rum,Bacardi,Spirits,4,28.79,115.16,70.7
2018-04-03,Cigars,Cohiba,Smoking Products,1,15.49,15.49,9.16
2018-04-03,Vodka,Smirnoff,Spirits,4,25.79,103.16,61.95
2018-04-03,Beer Pack,Budweiser,Beer,4,18.49,73.96,45.23
2018-04-03,White Wine,Barefoot,Wine,4,15.99,63.96,39.57
2018-04-03,Cigars,Cohiba,Smoking Products,1,15.49,15.49,9.24
2018-04-03,Gin,Tanqueray,Spirits,2,22.59,45.18,27.85
2018-04-03,Whiskey,Jack Daniel's,Spirits,3,30.99,92.97,57.55
2018-04-04,Cigarettes,Marlboro,Smoking Products,4,10.99,43.96,26.15
2018-04-04,Cigarettes,Marlboro,Smoking Products,2,10.99,21.98,12.82
2018-04-04,Gin,Tanqueray,Spirits,1,22.59,22.59,13.38
2018-04-04,Cigars,Cohiba,Smoking Products,2,15.49,30.98,18.73
2018-04-04,Beer Pack,Budweiser,Beer,4,18.49,73.96,43.65
2018-04-04,Gin,Tanqueray,Spirits,5,22.59,112.95,68.41
2018-04-04,Cigars,Cohiba,Smoking Products,2,15.49,30.98,19.14
2018-04-04,White Wine,Barefoot,Wine,5,15.99,79.95,46.9
2018-04-04,Cigarettes,Marlboro,Smoking Products,5,10.99,54.95,33.49
2018-04-04,Cigars,Cohiba,Smoking Products,1,15.49,15.49,9.16
2018-04-04,Whiskey,Jack Daniel's,Spirits,2,30.99,61.98,37.64
2018-04-04,Rum,Bacardi,Spirits,2,28.79,57.58,34.34
2018-04-04,Gin,Tanqueray,Spirits,4,22.59,90.36,55.56
2018-04-04,Vodka,Smirnoff,Spirits,3,25.79,77.37,46.55
2018-04-04,Cigars,Cohiba,Smoking Products,3,15.49,46.47,27.73
2018-04-05,Vodka,Smirnoff,Spirits,1,25.79,25.79,15.46
2018-04-05,Craft Beer,Sierra Nevada,Beer,2,20.49,40.98,23.87
2018-04-05,Gin,Tanqueray,Spirits,1,22.59,22.59,13.87
2018-04-05,Red Wine,Robert Mondavi,Wine,2,12.99,25.98,15.44
2018-04-05,Cigarettes,Marlboro,Smoking Products,2,10.99,21.98,13.48
2018-04-05,Cigars,Cohiba,Smoking Products,2,15.49,30.98,18.17
2018-04-05,Vodka,Smirnoff,Spirits,2,25.79,51.58,31.19
2018-04-05,Red Wine,Robert Mondavi,Wine,1,12.99,12.99,7.99
2018-04-05,White Wine,Barefoot,Wine,1,15.99,15.99,9.56
2018-04-05,Red Wine,Robert Mondavi,Wine,4,12.99,51.96,31.56
2018-04-05,Rum,Bacardi,Spirits,4,28.79,115.16,69.36
2018-04-05,Craft Beer,Sierra Nevada,Beer,3,20.49,61.47,37.84
2018-04-05,Rum,Bacardi,Spirits,4,28.79,115.16,70.78
2018-04-05,Rum,Bacardi,Spirits,1,28.79,28.79,17.08
2018-04-05,Cigars,Cohiba,Smoking Products,4,15.49,61.96,36.65
2018-04-05,Cigarettes,Marlboro,Smoking Products,5,10.99,54.95,33.62
2018-04-05,Whiskey,Jack Daniel's,Spirits,2,30.99,61.98,37.59
2018-04-05,Beer Pack,Budweiser,Beer,1,18.49,18.49,11.22
2018-04-05,Gin,Tanqueray,Spirits,1,22.59,22.59,13.48
2018-04-05,Craft Beer,Sierra Nevada,Beer,5,20.49,102.45,60.19
2018-04-05,Red Wine,Robert Mondavi,Wine,5,12.99,64.95,37.85
2018-04-06,Vodka,Smirnoff,Spirits,2,25.79,51.58,31.53
2018-04-06,Craft Beer,Sierra Nevada,Beer,3,20.49,61.47,36.59
2018-04-06,Whiskey,Jack Daniel's,Spirits,4,30.99,123.96,75.02
2018-04-06,Cigars,Cohiba,Smoking Products,5,15.49,77.45,46.39
2018-04-06,Cigarettes,Marlboro,Smoking Products,2,10.99,21.98,12.86
2018-04-06,Craft Beer,Sierra Nevada,Beer,5,20.49,102.45,61.3
2018-04-06,Red Wine,Robert Mondavi,Wine,2,12.99,25.98,15.96
2018-04-06,Red Wine,Robert Mondavi,Wine,1,12.99,12.99,7.97
2018-04-06,Cigars,Cohiba,Smoking Products,1,15.49,15.49,9.04
2018-04-06,Cigars,Cohiba,Smoking Products,2,15.49,30.98,18.06
2018-04-06,Vodka,Smirnoff,Spirits,2,25.79,51.58,30.39
2018-04-06,Beer Pack,Budweiser,Beer,2,18.49,36.98,21.69
2018-04-06,Champagne,Moët & Chandon,Wine,3,45.99,137.97,80.86
2018-04-06,Vodka,Smirnoff,Spirits,5,25.79,128.95,76.31
2018-04-06,Rum,Bacardi,Spirits,5,28.79,143.95,85.1
2018-04-06,Craft Beer,Sierra Nevada,Beer,5,20.49,102.45,62.67
2018-04-06,Rum,Bacardi,Spirits,4,28.79,115.16,67.04
2018-04-06,Vodka,Smirnoff,Spirits,4,25.79,103.16,62.94
2018-04-06,Gin,Tanqueray,Spirits,4,22.59,90.36,53.39
2018-04-06,Rum,Bacardi,Spirits,1,28.79,28.79,16.95
2018-04-06,Cigarettes,Marlboro,Smoking Products,5,10.99,54.95,33.97
2018-04-06,Red Wine,Robert Mondavi,Wine,2,12.99,25.98,15.29
2018-04-06,Vodka,Smirnoff,Spirits,3,25.79,77.37,45.7
2018-04-07,White Wine,Barefoot,Wine,4,15.99,63.96,38.09
2018-04-07,Red Wine,Robert Mondavi,Wine,1,12.99,12.99,7.6
2018-04-07,Vodka,Smirnoff,Spirits,1,25.79,25.79,15.67
2018-04-07,Champagne,Moët & Chandon,Wine,5,45.99,229.95,141.59
2018-04-07,Cigars,Cohiba,Smoking Products,4,15.49,61.96,38.31
2018-04-07,Beer Pack,Budweiser,Beer,3,18.49,55.47,33.16
2018-04-07,Cigars,Cohiba,Smoking Products,5,15.49,77.45,47.55
2018-04-07,Cigarettes,Marlboro,Smoking Products,1,10.99,10.99,6.41
2018-04-07,White Wine,Barefoot,Wine,2,15.99,31.98,19.07
2018-04-07,Cigars,Cohiba,Smoking Products,5,15.49,77.45,46.01
2018-04-07,Beer Pack,Budweiser,Beer,3,18.49,55.47,32.74
2018-04-07,Red Wine,Robert Mondavi,Wine,5,12.99,64.95,38.59
2018-04-07,Whiskey,Jack Daniel's,Spirits,2,30.99,61.98,37.91
2018-04-07,Gin,Tanqueray,Spirits,1,22.59,22.59,13.84
2018-04-07,Rum,Bacardi,Spirits,1,28.79,28.79,17.65
2018-04-07,White Wine,Barefoot,Wine,5,15.99,79.95,46.63
2018-04-07,Champagne,Moët & Chandon,Wine,4,45.99,183.96,111.99
2018-04-07,Vodka,Smirnoff,Spirits,1,25.79,25.79,15.33
2018-04-07,Craft Beer,Sierra Nevada,Beer,4,20.49,81.96,50.73
2018-04-07,Beer Pack,Budweiser,Beer,2,18.49,36.98,22.87
2018-04-07,Red Wine,Robert Mondavi,Wine,1,12.99,12.99,7.55
2018-04-07,White Wine,Barefoot,Wine,1,15.99,15.99,9.33
2018-04-07,Cigarettes,Marlboro,Smoking Products,4,10.99,43.96,25.79
2018-04-07,Red Wine,Robert Mondavi,Wine,3,12.99,38.97,23.28
2018-04-07,Cigars,Cohiba,Smoking Products,1,15.49,15.49,9.45
2018-04-07,Craft Beer,Sierra Nevada,Beer,3,20.49,61.47,37.24
2018-04-07,Cigarettes,Marlboro,Smoking Products,4,10.99,43.96,26.49
2018-04-08,Red Wine,Robert Mondavi,Wine,1,12.99,12.99,7.69
2018-04-08,Rum,Bacardi,Spirits,3,28.79,86.37,53.39
2018-04-08,Vodka,Smirnoff,Spirits,3,25.79,77.37,47.67
2018-04-08,White Wine,Barefoot,Wine,5,15.99,79.95,47.94
2018-04-08,Champagne,Moët & Chandon,Wine,4,45.99,183.96,108.38
2018-04-08,Craft Beer,Sierra Nevada,Beer,4,20.49,81.96,50.14
2018-04-08,Vodka,Smirnoff,Spirits,5,25.79,128.95,77.72
2018-04-08,White Wine,Barefoot,Wine,2,15.99,31.98,19.26
2018-04-08,Red Wine,Robert Mondavi,Wine,4,12.99,51.96,32.2
2018-04-08,Rum,Bacardi,Spirits,4,28.79,115.16,69.96
2018-04-08,Gin,Tanqueray,Spirits,4,22.59,90.36,54.63
2018-04-08,Champagne,Moët & Chandon,Wine,3,45.99,137.97,81.8
2018-04-08,Cigarettes,Marlboro,Smoking Products,2,10.99,21.98,13.41
2018-04-08,Cigarettes,Marlboro,Smoking Products,4,10.99,43.96,26.66
2018-04-08,Craft Beer,Sierra Nevada,Beer,4,20.49,81.96,48.25
2018-04-08,Beer Pack,Budweiser,Beer,3,18.49,55.47,33.97
2018-04-08,Cigars,Cohiba,Smoking Products,1,15.49,15.49,9.55
2018-04-08,Craft Beer,Sierra Nevada,Beer,1,20.49,20.49,12.36
2018-04-09,Cigarettes,Marlboro,Smoking Products,4,10.99,43.96,26.04
2018-04-09,Cigars,Cohiba,Smoking Products,3,15.49,46.47,27.43
2018-04-09,Gin,Tanqueray,Spirits,3,22.59,67.77,41.15
2018-04-09,Cigarettes,Marlboro,Smoking Products,5,10.99,54.95,32.15
2018-04-09,Red Wine,Robert Mondavi,Wine,2,12.99,25.98,15.82
2018-04-09,Whiskey,Jack Daniel's,Spirits,2,30.99,61.98,38.36
2018-04-09,Whiskey,Jack Daniel's,Spirits,3,30.99,92.97,57.5
2018-04-09,Craft Beer,Sierra Nevada,Beer,3,20.49,61.47,37.97
2018-04-09,Whiskey,Jack Daniel's,Spirits,1,30.99,30.99,18.49
2018-04-09,Cigarettes,Marlboro,Smoking Products,2,10.99,21.98,13.17
2018-04-09,Whiskey,Jack Daniel's,Spirits,3,30.99,92.97,55.42
2018-04-09,Craft Beer,Sierra Nevada,Beer,4,20.49,81.96,48.59
2018-04-09,Craft Beer,Sierra Nevada,Beer,4,20.49,81.96,49.63
2018-04-09,Beer Pack,Budweiser,Beer,5,18.49,92.45,53.64
2018-04-09,Cigars,Cohiba,Smoking Products,5,15.49,77.45,45.19
2018-04-09,White Wine,Barefoot,Wine,5,15.99,79.95,48.24
2018-04-09,White Wine,Barefoot,Wine,1,15.99,15.99,9.51
2018-04-10,Red Wine,Robert Mondavi,Wine,1,12.99,12.99,7.73
2018-04-10,Red Wine,Robert Mondavi,Wine,3,12.99,38.97,22.99
2018-04-10,Vodka,Smirnoff,Spirits,3,25.79,77.37,45.02
2018-04-10,Craft Beer,Sierra Nevada,Beer,4,20.49,81.96,49.1
2018-04-10,Beer Pack,Budweiser,Beer,2,18.49,36.98,21.87
2018-04-10,Cigars,Cohiba,Smoking Products,1,15.49,15.49,9.25
2018-04-10,Cigarettes,Marlboro,Smoking Products,5,10.99,54.95,32.94
2018-04-10,Beer Pack,Budweiser,Beer,5,18.49,92.45,54.63
2018-04-10,Cigarettes,Marlboro,Smoking Products,4,10.99,43.96,25.79
2018-04-10,Beer Pack,Budweiser,Beer,4,18.49,73.96,44.84
2018-04-10,Rum,Bacardi,Spirits,2,28.79,57.58,35.52
2018-04-10,Craft Beer,Sierra Nevada,Beer,3,20.49,61.47,36.87
2018-04-10,Cigars,Cohiba,Smoking Products,5,15.49,77.45,46.14
2018-04-10,White Wine,Barefoot,Wine,3,15.99,47.97,29.67
2018-04-10,Craft Beer,Sierra Nevada,Beer,5,20.49,102.45,62.1
2018-04-11,Craft Beer,Sierra Nevada,Beer,4,20.49,81.96,47.99
2018-04-11,Cigars,Cohiba,Smoking Products,4,15.49,61.96,37.75
2018-04-11,Whiskey,Jack Daniel's,Spirits,3,30.99,92.97,57.06
2018-04-11,Craft Beer,Sierra Nevada,Beer,2,20.49,40.98,24.39
2018-04-11,Champagne,Moët & Chandon,Wine,3,45.99,137.97,81.51
2018-04-11,Cigarettes,Marlboro,Smoking Products,2,10.99,21.98,13.57
2018-04-11,Red Wine,Robert Mondavi,Wine,3,12.99,38.97,22.84
2018-04-11,Red Wine,Robert Mondavi,Wine,5,12.99,64.95,37.7
2018-04-11,Cigarettes,Marlboro,Smoking Products,3,10.99,32.97,19.78
2018-04-11,Cigars,Cohiba,Smoking Products,2,15.49,30.98,19.17
2018-04-11,White Wine,Barefoot,Wine,3,15.99,47.97,28.41
2018-04-11,Beer Pack,Budweiser,Beer,3,18.49,55.47,33.38
2018-04-11,Cigarettes,Marlboro,Smoking Products,1,10.99,10.99,6.74
2018-04-11,Craft Beer,Sierra Nevada,Beer,3,20.49,61.47,36.95
2018-04-11,White Wine,Barefoot,Wine,2,15.99,31.98,19.13
2018-04-11,Whiskey,Jack Daniel's,Spirits,1,30.99,30.99,18.04
2018-04-11,Gin,Tanqueray,Spirits,4,22.59,90.36,53.8
2018-04-11,Vodka,Smirnoff,Spirits,3,25.79,77.37,46.97
2018-04-11,Whiskey,Jack Daniel's,Spirits,3,30.99,92.97,55.5
2018-04-11,White Wine,Barefoot,Wine,4,15.99,63.96,38.39
2018-04-11,Beer Pack,Budweiser,Beer,1,18.49,18.49,10.93
2018-04-11,Whiskey,Jack Daniel's,Spirits,4,30.99,123.96,73.17
2018-04-11,Red Wine,Robert Mondavi,Wine,2,12.99,25.98,15.85
2018-04-11,Whiskey,Jack Daniel's,Spirits,2,30.99,61.98,36.93
2018-04-11,Gin,Tanqueray,Spirits,3,22.59,67.77,40.93
2018-04-11,Beer Pack,Budweiser,Beer,3,18.49,55.47,33.82
2018-04-11,Gin,Tanqueray,Spirits,4,22.59,90.36,53.03
2018-04-11,White Wine,Barefoot,Wine,1,15.99,15.99,9.87
2018-04-12,Gin,Tanqueray,Spirits,5,22.59,112.95,67.56
2018-04-12,Craft Beer,Sierra Nevada,Beer,4,20.49,81.96,48.18
2018-04-12,Champagne,Moët & Chandon,Wine,2,45.99,91.98,54.16
2018-04-12,Cigars,Cohiba,Smoking Products,2,15.49,30.98,18.05
2018-04-12,Vodka,Smirnoff,Spirits,2,25.79,51.58,31.76
2018-04-12,Vodka,Smirnoff,Spirits,1,25.79,25.79,15.24
2018-04-12,Red Wine,Robert Mondavi,Wine,3,12.99,38.97,23.02
2018-04-12,Cigarettes,Marlboro,Smoking Products,5,10.99,54.95,33.77
2018-04-12,Craft Beer,Sierra Nevada,Beer,4,20.49,81.96,48.82
2018-04-12,Beer Pack,Budweiser,Beer,1,18.49,18.49,11.14
2018-04-12,Craft Beer,Sierra Nevada,Beer,4,20.49,81.96,49.9
2018-04-12,Vodka,Smirnoff,Spirits,2,25.79,51.58,31.53
2018-04-12,Cigarettes,Marlboro,Smoking Products,1,10.99,10.99,6.63
2018-04-12,Cigarettes,Marlboro,Smoking Products,2,10.99,21.98,13.04
2018-04-12,Cigars,Cohiba,Smoking Products,5,15.49,77.45,47.79
2018-04-12,Rum,Bacardi,Spirits,4,28.79,115.16,70.59
2018-04-12,White Wine,Barefoot,Wine,5,15.99,79.95,48.19
2018-04-12,Vodka,Smirnoff,Spirits,5,25.79,128.95,75.72
2018-04-12,Cigars,Cohiba,Smoking Products,2,15.49,30.98,18.75
2018-04-12,Rum,Bacardi,Spirits,4,28.79,115.16,68.99
2018-04-12,White Wine,Barefoot,Wine,3,15.99,47.97,28.42
2018-04-12,Rum,Bacardi,Spirits,4,28.79,115.16,69.27
2018-04-12,Cigars,Cohiba,Smoking Products,5,15.49,77.45,47.82
2018-04-12,Cigars,Cohiba,Smoking Products,5,15.49,77.45,46.64
2018-04-12,Cigarettes,Marlboro,Smoking Products,4,10.99,43.96,25.68
2018-04-12,Cigarettes,Marlboro,Smoking Products,2,10.99,21.98,13.42
2018-04-12,Gin,Tanqueray,Spirits,5,22.59,112.95,66.93
2018-04-13,Vodka,Smirnoff,Spirits,1,25.79,25.79,15.45
2018-04-13,Red Wine,Robert Mondavi,Wine,1,12.99,12.99,7.66
2018-04-13,Cigars,Cohiba,Smoking Products,4,15.49,61.96,36.11
2018-04-13,Gin,Tanqueray,Spirits,2,22.59,45.18,27.3
2018-04-13,Red Wine,Robert Mondavi,Wine,3,12.99,38.97,23.81
2018-04-13,Cigars,Cohiba,Smoking Products,3,15.49,46.47,27.72
2018-04-13,Rum,Bacardi,Spirits,2,28.79,57.58,34.57
2018-04-13,Beer Pack,Budweiser,Beer,1,18.49,18.49,11.05
2018-04-13,White Wine,Barefoot,Wine,2,15.99,31.98,19.77
2018-04-13,Cigarettes,Marlboro,Smoking Products,3,10.99,32.97,20.02
2018-04-13,Red Wine,Robert Mondavi,Wine,2,12.99,25.98,16.09
2018-04-13,Red Wine,Robert Mondavi,Wine,4,12.99,51.96,31.16
2018-04-13,Cigarettes,Marlboro,Smoking Products,3,10.99,32.97,20.11
2018-04-13,White Wine,Barefoot,Wine,3,15.99,47.97,29.67
2018-04-13,Cigars,Cohiba,Smoking Products,3,15.49,46.47,28.33
2018-04-13,Craft Beer,Sierra Nevada,Beer,1,20.49,20.49,12.53
2018-04-13,White Wine,Barefoot,Wine,2,15.99,31.98,18.97
2018-04-13,Craft Beer,Sierra Nevada,Beer,1,20.49,20.49,12.54
2018-04-13,Vodka,Smirnoff,Spirits,5,25.79,128.95,75.36
2018-04-13,Gin,Tanqueray,Spirits,1,22.59,22.59,13.62
2018-04-13,Beer Pack,Budweiser,Beer,1,18.49,18.49,10.99
2018-04-13,Craft Beer,Sierra Nevada,Beer,5,20.49,102.45,60.37
2018-04-13,Cigars,Cohiba,Smoking Products,2,15.49,30.98,18.76
2018-04-13,Cigars,Cohiba,Smoking Products,2,15.49,30.98,18.44
2018-04-14,Rum,Bacardi,Spirits,5,28.79,143.95,88.76
2018-04-14,Vodka,Smirnoff,Spirits,2,25.79,51.58,29.96
2018-04-14,Craft Beer,Sierra Nevada,Beer,2,20.49,40.98,24.16
2018-04-14,Gin,Tanqueray,Spirits,2,22.59,45.18,26.22
2018-04-14,Cigarettes,Marlboro,Smoking Products,5,10.99,54.95,33.08
2018-04-14,Gin,Tanqueray,Spirits,3,22.59,67.77,40.92
2018-04-14,Red Wine,Robert Mondavi,Wine,5,12.99,64.95,38.12
2018-04-14,Whiskey,Jack Daniel's,Spirits,3,30.99,92.97,57.19
2018-04-14,Cigarettes,Marlboro,Smoking Products,5,10.99,54.95,33.83
2018-04-14,Champagne,Moët & Chandon,Wine,2,45.99,91.98,54.07
2018-04-14,Cigarettes,Marlboro,Smoking Products,5,10.99,54.95,33.15
2018-04-14,Cigarettes,Marlboro,Smoking Products,1,10.99,10.99,6.68
2018-04-14,Vodka,Smirnoff,Spirits,2,25.79,51.58,30.23
2018-04-14,Beer Pack,Budweiser,Beer,1,18.49,18.49,11.17
2018-04-14,Rum,Bacardi,Spirits,3,28.79,86.37,50.29
2018-04-14,Red Wine,Robert Mondavi,Wine,3,12.99,38.97,23.51
2018-04-14,Beer Pack,Budweiser,Beer,5,18.49,92.45,53.69
2018-04-14,Vodka,Smirnoff,Spirits,1,25.79,25.79,15.46
2018-04-14,Vodka,Smirnoff,Spirits,3,25.79,77.37,45.11
2018-04-14,Red Wine,Robert Mondavi,Wine,5,12.99,64.95,37.74
2018-04-14,Craft Beer,Sierra Nevada,Beer,2,20.49,40.98,25.06
2018-04-15,Cigarettes,Marlboro,Smoking Products,2,10.99,21.98,13.39
2018-04-15,Cigars,Cohiba,Smoking Products,4,15.49,61.96,37.66
